,state,account length,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,average_hourly_night_rate,average_hourly_day_rate,average_hourly_intl_rate,average_hourly_eve_rate,total_minutes,state,international plan,voice mail plan,churn
375,SD,87,no,yes,21,214.0,113,36.38,180.0,114,15.3,134.5,82,6.05,10.6,5,2.86,0,22.231404958677686,5.88235294117647,3.7062937062937062,11.76470588235294,539.1,SD,no,yes,False
1836,MA,112,no,yes,17,183.2,95,31.14,252.8,125,21.49,156.7,95,7.05,9.7,3,2.62,0,22.22695035460993,5.883108542068079,3.7022900763358773,11.763610981852025,602.4,MA,no,yes,False
2816,ID,130,no,no,0,263.7,113,44.83,186.5,103,15.85,195.3,99,8.79,18.3,6,4.94,1,22.218430034129696,5.882221726522418,3.7044534412955463,11.766561514195583,663.8,ID,no,no,True
3183,KY,95,no,no,0,157.3,116,26.74,197.5,77,16.79,128.2,111,5.77,8.4,4,2.27,2,22.218370883882148,5.882572924457742,3.7004405286343616,11.762954139368672,491.4,KY,no,no,False
2881,NY,91,no,yes,20,146.1,98,24.84,277.4,104,23.58,137.7,100,6.2,6.2,3,1.67,1,22.209677419354836,5.881642512077295,3.7125748502994016,11.76420695504665,567.3999999999999,NY,no,yes,False
3014,LA,153,no,no,0,166.8,127,28.36,143.5,121,12.2,210.7,130,9.48,11.8,4,3.19,0,22.22573839662447,5.881523272214387,3.699059561128527,11.762295081967213,532.8,LA,no,no,False
9,WV,141,yes,yes,37,258.6,84,43.96,222.0,111,18.87,326.4,97,14.69,11.2,5,3.02,0,22.21919673247107,5.882620564149227,3.7086092715231787,11.76470588235294,818.2,WV,yes,yes,False
2511,OH,169,no,no,0,147.2,115,25.02,161.9,123,13.76,142.1,103,6.39,7.2,6,1.94,3,22.237871674491394,5.883293365307753,3.711340206185567,11.765988372093023,458.4,OH,no,no,False
1956,MS,107,no,yes,30,198.9,87,33.81,207.0,90,17.6,159.8,76,7.19,12.6,4,3.4,3,22.225312934631432,5.882874889086069,3.7058823529411766,11.761363636363635,578.3000000000001,MS,no,yes,False
1850,NC,162,no,yes,26,179.7,144,30.55,218.1,129,18.54,212.3,105,9.55,9.3,8,2.51,1,22.230366492146597,5.88216039279869,3.7051792828685266,11.763754045307444,619.4,NC,no,yes,True
713,VA,158,no,no,0,222.8,101,37.88,203.0,128,17.26,210.6,106,9.48,6.9,2,1.86,2,22.21518987341772,5.881731784582893,3.7096774193548385,11.76129779837775,643.3,VA,no,no,False
256,DC,108,no,no,0,138.6,122,23.56,172.3,117,14.65,231.6,92,10.42,9.8,3,2.65,1,22.226487523992322,5.882852292020374,3.6981132075471703,11.761092150170649,552.3,DC,no,no,False
1629,NJ,153,no,no,0,122.5,145,20.83,273.3,103,23.23,197.8,71,8.9,8.0,3,2.16,2,22.224719101123597,5.880940950552088,3.7037037037037033,11.764959104606113,601.6,NJ,no,no,False
391,MA,35,no,no,0,105.6,129,17.95,258.2,129,21.95,213.1,77,9.59,8.7,3,2.35,0,22.221063607924922,5.883008356545961,3.7021276595744674,11.763097949886104,585.5999999999999,MA,no,no,False
1593,KS,105,yes,no,0,273.9,119,46.56,278.6,103,23.68,255.3,90,11.49,10.9,7,2.94,1,22.219321148825067,5.882731958762886,3.7074829931972793,11.765202702702704,818.7,KS,yes,no,True
930,OH,74,no,no,0,136.7,106,23.24,228.6,105,19.43,265.3,114,11.94,9.8,4,2.65,0,22.219430485762146,5.882099827882961,3.6981132075471703,11.765311374163664,640.4,OH,no,no,False
2523,NJ,88,no,no,0,144.3,116,24.53,156.4,74,13.29,214.7,90,9.66,7.8,10,2.11,3,22.22567287784679,5.882592743579291,3.6966824644549763,11.768246802106848,523.2,NJ,no,no,False
2048,OH,164,no,yes,27,159.7,102,27.15,168.8,113,14.35,244.1,127,10.98,9.6,9,2.59,3,22.231329690346083,5.8821362799263355,3.7065637065637067,11.763066202090593,582.2,OH,no,yes,False
2666,RI,103,yes,no,0,255.9,128,43.5,140.9,92,11.98,308.9,130,13.9,12.1,2,3.27,1,22.22302158273381,5.882758620689655,3.7003058103975532,11.76126878130217,717.8,RI,yes,no,True
1232,KS,24,no,no,0,243.0,91,41.31,183.9,77,15.63,184.3,109,8.29,15.3,6,4.13,0,22.231604342581427,5.88235294117647,3.7046004842615017,11.765834932821496,626.5,KS,no,no,True
2564,MT,16,no,no,0,153.2,65,26.04,229.7,90,19.52,148.2,94,6.67,10.7,8,2.89,1,22.218890554722638,5.883256528417818,3.702422145328719,11.767418032786885,541.8,MT,no,no,False
1958,RI,116,no,no,0,137.4,126,23.36,120.0,94,10.2,130.3,64,5.86,12.4,2,3.35,3,22.235494880546074,5.881849315068494,3.701492537313433,11.764705882352942,400.1,RI,no,no,False
744,MT,78,no,no,0,191.7,122,32.59,241.4,88,20.52,203.5,86,9.16,9.1,5,2.46,1,22.216157205240176,5.882172445535439,3.6991869918699187,11.764132553606238,645.7,MT,no,no,False
40,GA,98,no,no,0,126.3,102,21.47,166.8,85,14.18,187.8,135,8.45,9.4,2,2.54,3,22.22485207100592,5.882626921285515,3.7007874015748032,11.763046544428773,490.3,GA,no,no,False
873,MA,160,no,no,0,166.8,109,28.36,236.0,117,20.06,307.6,77,13.84,9.3,1,2.51,1,22.225433526011564,5.881523272214387,3.7051792828685266,11.764705882352942,719.7,MA,no,no,False
542,MN,152,yes,yes,20,237.5,120,40.38,253.4,94,21.54,265.2,80,11.93,14.2,3,3.83,9,22.22967309304275,5.881624566617137,3.7075718015665795,11.764159702878366,770.3,MN,yes,yes,True
2787,MS,78,no,no,0,87.7,74,14.91,214.8,58,18.26,201.3,147,9.06,10.8,6,2.92,1,22.218543046357617,5.881958417169685,3.6986301369863015,11.76341730558598,514.6,MS,no,no,False
1380,WI,54,no,no,0,116.8,119,19.86,123.1,123,10.46,217.5,101,9.79,12.0,2,3.24,1,22.216547497446374,5.881168177240685,3.7037037037037033,11.768642447418737,469.4,WI,no,no,False
1153,CT,99,no,no,0,95.4,105,16.22,207.2,101,17.61,136.0,117,6.12,5.6,5,1.51,1,22.22222222222222,5.881627620221949,3.7086092715231787,11.766042021578649,444.2,CT,no,no,False
1038,CA,112,no,no,0,111.9,92,19.02,114.0,143,9.69,146.8,79,6.61,14.1,3,3.81,5,22.20877458396369,5.8832807570977925,3.700787401574803,11.764705882352942,386.80000000000007,CA,no,no,True
374,AZ,90,no,no,0,179.2,77,30.46,210.7,99,17.91,276.9,58,12.46,9.2,6,2.48,2,22.223113964686995,5.8831254103742605,3.7096774193548385,11.764377442769401,676.0,AZ,no,no,False
671,CT,3,no,yes,36,118.1,117,20.08,221.5,125,18.83,103.9,89,4.68,11.9,6,3.21,2,22.200854700854702,5.881474103585657,3.707165109034268,11.763143919277748,455.4,CT,no,yes,False
359,SC,90,no,yes,29,150.1,109,25.52,264.7,103,22.5,178.4,97,8.03,5.8,4,1.57,1,22.216687422166878,5.881661442006269,3.6942675159235665,11.764444444444443,599.0,SC,no,yes,False
973,OH,137,no,no,0,144.0,90,24.48,181.6,100,15.44,128.1,93,5.76,12.3,2,3.32,0,22.239583333333332,5.88235294117647,3.704819277108434,11.761658031088082,466.0,OH,no,no,False
1362,WV,63,no,no,0,132.9,122,22.59,67.0,62,5.7,160.4,121,7.22,9.9,2,2.67,3,22.21606648199446,5.883134130146082,3.707865168539326,11.75438596491228,370.2,WV,no,no,False
1042,FL,91,yes,yes,24,93.5,112,15.9,183.4,128,15.59,240.7,133,10.83,9.9,3,2.67,0,22.225300092336102,5.880503144654088,3.707865168539326,11.763951250801796,527.5,FL,yes,yes,False
472,IL,149,no,no,0,69.1,117,11.75,136.3,100,11.59,181.7,53,8.18,6.3,3,1.7,1,22.21271393643032,5.880851063829787,3.7058823529411766,11.760138050043142,393.4,IL,no,no,False
1407,MS,73,no,yes,31,82.3,105,13.99,256.1,91,21.77,229.6,98,10.33,11.8,2,3.19,6,22.22652468538238,5.88277340957827,3.699059561128527,11.763895268718422,579.8,MS,no,yes,True
2908,NV,148,no,no,0,279.3,104,47.48,201.6,87,17.14,280.8,99,12.64,7.9,2,2.13,2,22.21518987341772,5.882476832350464,3.7089201877934275,11.76196032672112,769.6,NV,no,no,True
1560,MS,70,no,no,0,148.4,110,25.23,267.1,90,22.7,151.5,101,6.82,8.9,4,2.4,0,22.21407624633431,5.881886642885454,3.7083333333333335,11.766519823788547,575.9,MS,no,no,False
1264,TN,72,no,no,0,147.0,79,24.99,162.3,103,13.8,162.9,80,7.33,10.5,4,2.84,1,22.2237380627558,5.882352941176471,3.6971830985915495,11.76086956521739,482.7,TN,no,no,False
2106,GA,128,yes,yes,18,222.1,89,37.76,160.6,109,13.65,218.8,102,9.85,13.6,2,3.67,0,22.21319796954315,5.881885593220339,3.7057220708446867,11.765567765567765,615.1,GA,yes,yes,True
1567,WV,94,no,no,0,85.9,113,14.6,226.7,91,19.27,279.6,110,12.58,15.6,16,4.21,0,22.225755166931638,5.883561643835617,3.705463182897862,11.764400622729632,607.8,WV,no,no,False
2872,CT,124,no,no,0,151.0,98,25.67,120.6,119,10.25,152.8,81,6.88,9.2,2,2.48,2,22.209302325581397,5.88235294117647,3.7096774193548385,11.765853658536585,433.6,CT,no,no,False
1258,RI,107,yes,no,0,194.4,83,33.05,247.8,84,21.06,245.4,93,11.04,11.2,7,3.02,2,22.22826086956522,5.8819969742813925,3.7086092715231787,11.766381766381768,698.8,RI,yes,no,False
1711,ID,138,yes,yes,17,225.2,116,38.28,173.4,88,14.74,145.8,99,6.56,11.7,4,3.16,0,22.225609756097565,5.882967607105537,3.70253164556962,11.763907734056987,556.1,ID,yes,yes,False
1260,AK,76,no,yes,22,160.1,107,27.22,168.7,136,14.34,23.2,102,1.04,9.5,4,2.57,3,22.307692307692307,5.8817046289493025,3.6964980544747084,11.764295676429567,361.5,AK,no,yes,False
3091,VA,117,no,no,0,97.1,98,16.51,228.0,131,19.38,240.0,111,10.8,10.6,3,2.86,1,22.22222222222222,5.881284070260447,3.7062937062937062,11.764705882352942,575.7,VA,no,no,False
79,MD,70,no,no,0,170.2,98,28.93,155.2,102,13.19,228.6,76,10.29,15.0,2,4.05,1,22.215743440233236,5.8831662633944,3.7037037037037037,11.766489764973464,569.0,MD,no,no,False
1180,SC,72,no,no,0,207.8,92,35.33,195.7,110,16.63,184.8,124,8.32,13.1,4,3.54,0,22.211538461538463,5.8816869515992085,3.700564971751412,11.767889356584487,601.4000000000001,SC,no,no,False
819,MN,150,no,no,0,146.3,133,24.87,202.7,95,17.23,234.7,103,10.56,13.1,3,3.54,1,22.225378787878785,5.88258946521914,3.700564971751412,11.764364480557166,596.8,MN,no,no,False
1864,MA,69,no,no,0,195.1,91,33.17,261.5,57,22.23,203.8,90,9.17,11.4,5,3.08,0,22.22464558342421,5.881820922520349,3.7012987012987013,11.763382816014396,671.8,MA,no,no,False
2232,ID,104,no,no,0,97.2,88,16.52,155.6,85,13.23,261.6,105,11.77,12.4,5,3.35,0,22.225998300764658,5.883777239709444,3.701492537313433,11.761148904006046,526.8,ID,no,no,False
2917,UT,44,no,no,0,202.6,89,34.44,163.0,96,13.86,268.1,151,12.06,8.3,3,2.24,0,22.23051409618574,5.8826945412311265,3.705357142857143,11.76046176046176,642.0,UT,no,no,False
2117,WY,111,no,no,0,222.2,96,37.77,162.5,111,13.81,184.9,120,8.32,11.9,7,3.21,4,22.223557692307693,5.882975906804341,3.707165109034268,11.766835626357711,581.5,WY,no,no,False
133,TX,82,no,no,0,200.3,96,34.05,201.2,102,17.1,206.1,60,9.27,7.1,1,1.92,4,22.233009708737864,5.882525697503672,3.6979166666666665,11.766081871345028,614.7,TX,no,no,False
1148,NY,122,no,no,0,173.6,110,29.51,91.7,84,7.79,211.7,103,9.53,9.7,7,2.62,3,22.214060860440714,5.882751609623856,3.7022900763358773,11.771501925545572,486.69999999999993,NY,no,no,False
939,OH,56,no,no,0,91.1,90,15.49,179.3,115,15.24,300.7,89,13.53,11.9,8,3.21,2,22.22468588322247,5.881213686249192,3.707165109034268,11.76509186351706,583.0,OH,no,no,False
934,AL,200,no,no,0,128.2,87,21.79,133.2,105,11.32,177.6,123,7.99,11.2,2,3.02,1,22.22778473091364,5.883432767324461,3.7086092715231787,11.766784452296818,450.19999999999993,AL,no,no,False
828,HI,64,no,no,0,194.2,147,33.01,173.4,87,14.74,268.7,114,12.09,5.5,2,1.49,2,22.224979321753516,5.883065737655256,3.691275167785235,11.763907734056987,641.8,HI,no,no,False
1542,DC,81,yes,no,0,227.4,105,38.66,211.5,120,17.98,258.2,113,11.62,11.9,3,3.21,0,22.220309810671257,5.882048629073979,3.707165109034268,11.763070077864294,709.0,DC,yes,no,False
1222,MT,113,no,no,0,215.9,93,36.7,240.1,85,20.41,156.7,123,7.05,4.9,5,1.32,3,22.22695035460993,5.882833787465939,3.7121212121212124,11.763841254287113,617.6,MT,no,no,False
507,MO,92,no,no,0,154.0,122,26.18,329.8,88,28.03,288.0,117,12.96,5.6,2,1.51,3,22.22222222222222,5.882352941176471,3.7086092715231787,11.765965037459864,777.4000000000001,MO,no,no,True
3294,MO,116,no,no,0,51.1,106,8.69,208.6,137,17.73,198.0,92,8.91,12.3,3,3.32,1,22.22222222222222,5.880322209436134,3.704819277108434,11.76536943034405,470.0,MO,no,no,False
2409,DE,183,no,yes,8,86.5,119,14.71,285.2,97,24.24,180.4,133,8.12,8.7,2,2.35,2,22.216748768472907,5.880353501019714,3.7021276595744674,11.765676567656765,560.8,DE,no,yes,False
2008,OK,86,no,yes,33,253.1,112,43.03,210.1,94,17.86,95.0,98,4.27,11.9,4,3.21,3,22.248243559718972,5.881942830583314,3.707165109034268,11.763717805151176,570.1,OK,no,yes,False
2448,VA,138,no,no,0,251.0,119,42.67,91.2,96,7.75,142.2,87,6.4,13.8,3,3.73,3,22.218749999999996,5.88235294117647,3.699731903485255,11.76774193548387,498.2,VA,no,no,False
1970,VA,103,no,no,0,167.8,121,28.53,212.9,123,18.1,208.2,73,9.37,13.0,3,3.51,5,22.219850586979724,5.881528215913074,3.7037037037037037,11.762430939226519,601.9,VA,no,no,False
1393,NC,170,no,no,0,246.4,107,41.89,228.1,124,19.39,166.4,95,7.49,9.1,8,2.46,0,22.216288384512684,5.88207209357842,3.6991869918699187,11.763795771015987,650.0,NC,no,no,False
900,VA,72,yes,yes,29,139.8,114,23.77,138.2,91,11.75,221.0,88,9.95,5.5,6,1.49,0,22.211055276381913,5.8813630626840565,3.691275167785235,11.761702127659573,504.5,VA,yes,yes,False
833,IN,100,no,no,0,216.2,107,36.75,215.6,84,18.33,138.4,127,6.23,10.2,3,2.75,0,22.215088282504013,5.882993197278911,3.709090909090909,11.76213857064921,580.4,IN,no,no,False
3241,AK,177,yes,no,0,248.7,118,42.28,172.3,73,14.65,191.9,87,8.64,11.3,2,3.05,1,22.21064814814815,5.882213812677389,3.704918032786886,11.761092150170649,624.2,AK,yes,no,True
2538,WY,34,no,no,0,128.8,80,21.9,208.7,93,17.74,202.1,103,9.09,14.0,7,3.78,1,22.233223322332233,5.881278538812786,3.7037037037037037,11.764374295377678,553.5999999999999,WY,no,no,False
1695,ID,114,no,no,0,202.1,100,34.36,195.7,102,16.63,291.8,120,13.13,13.3,5,3.59,2,22.223914699162222,5.881839348079161,3.7047353760445687,11.767889356584487,702.9,ID,no,no,False
2856,IA,123,no,no,0,204.4,88,34.75,137.5,111,11.69,226.0,100,10.17,10.0,4,2.7,0,22.22222222222222,5.882014388489209,3.7037037037037033,11.762189905902481,577.9,IA,no,no,False
2839,SC,112,no,no,0,266.0,97,45.22,214.6,94,18.24,306.2,100,13.78,14.2,2,3.83,2,22.220609579100145,5.882352941176471,3.7075718015665795,11.765350877192983,801.0000000000001,SC,no,no,True
3189,WA,76,yes,no,0,246.8,110,41.96,206.3,63,17.54,208.4,123,9.38,13.2,5,3.56,0,22.217484008528782,5.881792183031458,3.7078651685393256,11.76168757126568,674.7,WA,yes,no,True
656,MN,55,no,no,0,175.6,147,29.85,161.8,118,13.75,289.5,55,13.03,9.3,4,2.51,0,22.21795855717575,5.882747068676716,3.7051792828685266,11.767272727272728,636.2,MN,no,no,False
172,NM,25,no,no,0,119.3,87,20.28,211.5,101,17.98,268.9,86,12.1,10.5,4,2.84,3,22.223140495867767,5.882642998027613,3.6971830985915495,11.763070077864294,610.2,NM,no,no,False
38,AK,136,yes,yes,33,203.9,106,34.66,187.6,99,15.95,101.7,107,4.58,10.5,6,2.84,3,22.20524017467249,5.882862088863243,3.6971830985915495,11.761755485893417,503.70000000000005,AK,yes,yes,False
3174,SC,36,no,yes,43,29.9,123,5.08,129.1,117,10.97,325.9,105,14.67,8.6,6,2.32,2,22.215405589638717,5.885826771653543,3.706896551724138,11.76845943482224,493.5,SC,no,yes,False
718,AK,127,no,no,0,182.3,124,30.99,169.9,110,14.44,184.0,116,8.28,9.3,3,2.51,1,22.222222222222225,5.882542755727655,3.7051792828685266,11.765927977839336,545.5,AK,no,no,False
90,DC,82,no,no,0,143.9,61,24.46,194.9,105,16.57,109.6,94,4.93,11.1,2,3.0,1,22.231237322515213,5.883074407195421,3.6999999999999997,11.76222088111044,459.5,DC,no,no,False
3280,AR,76,no,no,0,107.3,140,18.24,238.2,133,20.25,271.8,116,12.23,10.0,3,2.7,4,22.22403924775143,5.8826754385964914,3.7037037037037033,11.762962962962963,627.3,AR,no,no,True
1213,MS,126,no,no,0,228.7,102,38.88,168.7,99,14.34,223.5,100,10.06,11.8,4,3.19,1,22.216699801192842,5.882201646090534,3.699059561128527,11.764295676429567,632.7,MS,no,no,False
3191,CT,87,no,no,0,240.0,83,40.8,134.1,106,11.4,189.1,84,8.51,9.3,2,2.51,0,22.220916568742656,5.882352941176471,3.7051792828685266,11.76315789473684,572.5,CT,no,no,True
2868,MA,17,yes,no,0,162.8,118,27.68,229.6,91,19.52,332.7,94,14.97,13.6,3,3.67,0,22.22444889779559,5.881502890173411,3.7057220708446867,11.762295081967213,738.7,MA,yes,no,True
1839,AL,70,no,no,0,230.3,110,39.15,77.9,87,6.62,247.1,105,11.12,13.2,4,3.56,1,22.221223021582734,5.882503192848021,3.7078651685393256,11.76737160120846,568.5,AL,no,no,False
1163,OR,157,no,yes,30,194.3,107,33.03,243.2,108,20.67,322.2,114,14.5,7.1,5,1.92,1,22.220689655172414,5.882531032394793,3.6979166666666665,11.765844218674406,766.8,OR,no,yes,False
1332,ID,95,no,yes,32,247.0,109,41.99,125.6,91,10.68,226.5,90,10.19,10.5,4,2.84,3,22.22767419038273,5.88235294117647,3.6971830985915495,11.760299625468164,609.6,ID,no,yes,False
217,FL,120,no,no,0,180.0,80,30.6,224.2,82,19.06,265.4,91,11.94,4.7,7,1.27,3,22.22780569514238,5.88235294117647,3.7007874015748032,11.762854144805877,674.3,FL,no,no,False
513,DE,30,no,yes,30,217.4,74,36.96,213.8,86,18.17,227.2,104,10.22,6.6,3,1.78,0,22.230919765166337,5.882034632034632,3.7078651685393256,11.766648321408915,665.0,DE,no,yes,False
1692,PA,79,no,no,0,268.3,114,45.61,185.5,111,15.77,264.6,88,11.91,6.3,7,1.7,1,22.21662468513854,5.882481911861435,3.7058823529411766,11.762840837032341,724.7,PA,no,no,True
502,MI,93,yes,no,0,216.9,61,36.87,207.4,120,17.63,221.7,110,9.98,17.5,5,4.73,1,22.21442885771543,5.882831570382425,3.6997885835095135,11.764038570618265,663.5,MI,yes,no,True
2804,LA,27,no,no,0,82.6,105,14.04,204.0,99,17.34,224.2,122,10.09,9.1,4,2.46,1,22.22001982160555,5.883190883190883,3.6991869918699187,11.764705882352942,519.9,LA,no,no,False
1868,MD,123,no,no,0,206.9,115,35.17,224.4,86,19.07,197.4,60,8.88,8.3,2,2.24,3,22.22972972972973,5.882854705715098,3.705357142857143,11.76717357105401,637.0,MD,no,no,False
1398,TX,98,no,yes,19,110.5,87,18.79,227.8,97,19.36,243.6,84,10.96,11.0,4,2.97,1,22.22627737226277,5.8807876530069185,3.7037037037037033,11.766528925619836,592.9000000000001,TX,no,yes,False
1530,IA,81,no,no,0,261.4,141,44.44,215.7,102,18.33,271.8,96,12.23,8.0,6,2.16,1,22.22403924775143,5.882088208820882,3.7037037037037033,11.76759410801964,756.9000000000001,IA,no,no,True
2400,SC,99,yes,yes,39,126.8,94,21.56,293.6,115,24.96,174.1,91,7.83,8.4,4,2.27,0,22.23499361430396,5.88126159554731,3.7004405286343616,11.762820512820513,602.9,SC,yes,yes,False
3265,ID,82,no,no,0,266.9,83,45.37,229.7,74,19.52,251.7,99,11.33,11.0,6,2.97,3,22.215357458075903,5.882741899933877,3.7037037037037033,11.767418032786885,759.3,ID,no,no,True
2088,ND,48,no,no,0,210.8,84,35.84,189.6,98,16.12,157.6,99,7.09,16.4,3,4.43,2,22.22849083215797,5.881696428571428,3.7020316027088036,11.761786600496277,574.4,ND,no,no,False
1551,MI,225,no,no,0,165.4,106,28.12,273.7,109,23.26,210.0,93,9.45,8.7,3,2.35,0,22.222222222222225,5.881934566145093,3.7021276595744674,11.766981943250213,657.8,MI,no,no,True
1225,UT,74,no,no,0,106.4,84,18.09,140.2,104,11.92,90.9,81,4.09,11.4,3,3.08,1,22.224938875305625,5.881702598120509,3.7012987012987013,11.761744966442953,348.9,UT,no,no,False
2696,MI,74,no,no,0,314.1,86,53.4,222.4,99,18.9,259.0,121,11.66,12.3,5,3.32,3,22.21269296740995,5.882022471910113,3.704819277108434,11.76719576719577,807.8,MI,no,no,True
1427,RI,176,no,no,0,250.9,108,42.65,171.4,100,14.57,148.6,85,6.69,9.6,6,2.59,2,22.212257100149476,5.882766705744432,3.7065637065637067,11.763898421413865,580.5,RI,no,no,False
2229,OH,83,no,yes,25,191.3,95,32.52,250.7,136,21.31,249.4,86,11.22,17.6,5,4.75,2,22.228163992869874,5.882533825338253,3.7052631578947373,11.764429845143125,709.0,OH,no,yes,False
2796,HI,24,no,no,0,235.6,132,40.05,115.9,129,9.85,185.4,136,8.34,16.2,2,4.37,0,22.23021582733813,5.882646691635456,3.707093821510297,11.766497461928935,553.1,HI,no,no,False
1688,MN,98,no,no,0,72.8,107,12.38,186.4,103,15.84,175.3,110,7.89,10.5,4,2.84,3,22.217997465145757,5.880452342487883,3.6971830985915495,11.767676767676768,445.0,MN,no,no,False
1205,NJ,153,no,no,0,193.8,90,32.95,195.3,121,16.6,182.7,108,8.22,8.5,3,2.3,1,22.22627737226277,5.881638846737481,3.695652173913044,11.765060240963855,580.3,NJ,no,no,False
1553,CO,86,no,no,0,217.8,93,37.03,214.7,95,18.25,228.7,70,10.29,11.3,7,3.05,0,22.225461613216716,5.881717526330003,3.704918032786886,11.764383561643834,672.5,CO,no,no,False
2554,CO,107,no,no,0,167.3,100,28.44,163.9,79,13.93,185.9,100,8.37,6.7,5,1.81,2,22.210274790919954,5.882559774964839,3.701657458563536,11.765972720746591,523.8000000000001,CO,no,no,False
959,GA,58,no,no,0,165.4,100,28.12,115.7,87,9.83,193.8,118,8.72,12.8,5,3.46,2,22.224770642201836,5.881934566145093,3.6994219653179194,11.770091556459818,487.70000000000005,GA,no,no,False
2650,WY,104,no,no,0,138.7,100,23.58,215.4,58,18.31,164.3,98,7.39,4.9,4,1.32,2,22.232746955345064,5.882103477523325,3.7121212121212124,11.764063353358821,523.3,WY,no,no,False
755,OR,69,no,no,0,167.5,76,28.48,242.1,92,20.58,101.2,103,4.55,11.4,4,3.08,2,22.241758241758244,5.881320224719101,3.7012987012987013,11.763848396501459,522.1999999999999,OR,no,no,False
2720,MI,158,no,no,0,195.9,103,33.3,89.1,95,7.57,302.2,82,13.6,10.3,3,2.78,1,22.220588235294116,5.882882882882884,3.705035971223022,11.77014531043593,597.5,MI,no,no,False
235,MN,139,no,no,0,134.4,106,22.85,211.3,98,17.96,193.6,125,8.71,10.2,2,2.75,5,22.227324913892076,5.8818380743982495,3.709090909090909,11.765033407572384,549.5,MN,no,no,True
737,KY,91,yes,no,0,145.0,89,24.65,175.8,102,14.94,223.7,151,10.07,16.7,3,4.51,2,22.21449851042701,5.882352941176471,3.7028824833702885,11.76706827309237,561.2,KY,yes,no,True
3323,IN,117,no,no,0,118.4,126,20.13,249.3,97,21.19,227.0,56,10.22,13.6,3,3.67,5,22.211350293542072,5.881768504719325,3.7057220708446867,11.764983482774893,608.3,IN,no,no,True
1164,MS,66,no,yes,32,187.8,117,31.93,129.8,90,11.03,132.3,113,5.95,12.0,3,3.24,2,22.23529411764706,5.881616035076731,3.7037037037037033,11.767905711695377,461.90000000000003,MS,no,yes,False
2855,MN,95,no,no,0,149.2,96,25.36,260.7,116,22.16,201.0,120,9.05,8.1,2,2.19,1,22.209944751381215,5.883280757097792,3.6986301369863015,11.764440433212997,619.0,MN,no,no,False
2459,HI,105,no,no,0,211.1,99,35.89,176.7,66,15.02,221.5,96,9.97,14.7,7,3.97,4,22.216649949849547,5.881861242685985,3.7027707808564227,11.764314247669773,624.0,HI,no,no,False
1217,ME,80,no,yes,31,166.4,92,28.29,238.3,74,20.26,150.7,84,6.78,10.7,4,2.89,4,22.227138643067843,5.881937080240368,3.702422145328719,11.762092793682132,566.1,ME,no,yes,False
1072,MO,164,no,yes,25,219.1,88,37.25,151.5,99,12.88,50.1,60,2.25,14.3,6,3.86,1,22.266666666666666,5.881879194630872,3.7046632124352334,11.762422360248447,435.0,MO,no,yes,False
2168,WV,173,no,no,0,191.4,114,32.54,168.5,138,14.32,109.3,99,4.92,10.3,3,2.78,1,22.215447154471544,5.881991395205901,3.705035971223022,11.766759776536313,479.5,WV,no,no,False
1069,NV,22,no,no,0,160.4,108,27.27,218.1,88,18.54,192.9,115,8.68,12.5,4,3.38,1,22.223502304147466,5.8819215254858825,3.698224852071006,11.763754045307444,583.9,NV,no,no,False
2631,MN,163,no,yes,22,215.1,91,36.57,138.9,102,11.81,146.2,109,6.58,12.4,2,3.35,2,22.21884498480243,5.881870385561935,3.701492537313433,11.761219305673158,512.5999999999999,MN,no,yes,False
1175,IA,134,no,yes,32,216.8,78,36.86,102.2,111,8.69,174.0,83,7.83,8.6,2,2.32,0,22.22222222222222,5.881714595767771,3.706896551724138,11.760644418872268,501.6,IA,no,yes,False
1503,WV,57,yes,yes,17,236.5,94,40.21,163.1,94,13.86,236.7,117,10.65,12.2,3,3.29,2,22.225352112676056,5.88162148719224,3.708206686930091,11.767676767676768,648.5,WV,yes,yes,False
2748,AL,117,no,no,0,158.7,84,26.98,181.7,91,15.44,177.3,67,7.98,7.7,10,2.08,2,22.218045112781954,5.882134914751667,3.701923076923077,11.768134715025907,525.4,AL,no,no,False
890,VT,124,no,no,0,178.4,72,30.33,233.6,134,19.86,179.4,91,8.07,12.0,2,3.24,0,22.230483271375466,5.881965051104517,3.7037037037037033,11.76233635448137,603.4,VT,no,no,False
143,VT,103,no,no,0,246.5,47,41.91,195.5,84,16.62,200.5,96,9.02,11.7,4,3.16,1,22.22838137472284,5.881651157241709,3.70253164556962,11.762936221419976,654.2,VT,no,no,False
3266,OK,138,no,yes,33,155.2,139,26.38,268.3,79,22.81,186.4,71,8.39,9.7,4,2.62,3,22.216924910607865,5.883244882486732,3.7022900763358773,11.762384918895222,619.6,OK,no,yes,False
855,IA,66,no,no,0,256.3,135,43.57,180.2,106,15.32,187.3,135,8.43,6.2,7,1.67,2,22.218268090154215,5.882487950424604,3.7125748502994016,11.762402088772845,630.0,IA,no,no,False
722,KY,113,no,no,0,215.6,96,36.65,193.4,127,16.44,105.4,115,4.74,13.5,3,3.65,1,22.236286919831223,5.882673942701228,3.6986301369863015,11.763990267639903,527.9,KY,no,no,False
