,state,account length,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,average_night_rate_by_min,average_day_rate_by_min,average_intl_rate_by_min,average_eve_rate_by_min,total_minutes,churn
3192,OK,35,no,yes,37,181.2,76,30.8,177.6,98,15.1,228.0,136,10.26,5.0,3,1.35,2,0.045,0.16997792494481237,0.27,0.08502252252252253,591.8,False
2580,GA,155,no,no,0,71.2,90,12.1,304.4,119,25.87,183.3,103,8.25,8.6,4,2.32,0,0.045008183306055646,0.1699438202247191,0.2697674418604651,0.0849868593955322,567.5,False
1076,WY,53,no,yes,27,25.9,119,4.4,206.5,96,17.55,228.1,64,10.26,6.5,7,1.76,1,0.04498027181060938,0.1698841698841699,0.27076923076923076,0.08498789346246974,467.0,False
2539,OR,138,yes,yes,28,211.2,117,35.9,312.5,98,26.56,178.0,118,8.01,10.7,2,2.89,3,0.045,0.1699810606060606,0.27009345794392525,0.084992,712.4,True
2217,CA,137,no,yes,22,189.6,42,32.23,179.0,137,15.22,179.6,126,8.08,11.4,5,3.08,2,0.04498886414253898,0.16998945147679323,0.27017543859649124,0.08502793296089386,559.5999999999999,False
1251,TX,87,no,no,0,169.1,105,28.75,169.9,102,14.44,244.9,106,11.02,9.9,10,2.67,3,0.044997958350347075,0.17001774098166766,0.26969696969696966,0.08499117127722189,593.8,False
16,ID,85,no,yes,27,196.4,139,33.39,280.9,90,23.88,89.3,75,4.02,13.8,4,3.73,1,0.04501679731243001,0.170010183299389,0.2702898550724638,0.0850124599501602,580.4,False
3310,NY,94,no,no,0,190.4,91,32.37,92.0,107,7.82,224.8,108,10.12,13.6,17,3.67,2,0.04501779359430604,0.17001050420168065,0.2698529411764706,0.085,520.8000000000001,False
549,OK,121,no,yes,31,237.1,63,40.31,205.6,117,17.48,196.7,85,8.85,10.1,5,2.73,4,0.04499237417386884,0.17001265288907635,0.2702970297029703,0.08501945525291829,649.5,False
662,NE,63,no,no,0,211.2,80,35.9,237.7,93,20.2,259.2,58,11.66,12.3,2,3.32,0,0.04498456790123457,0.1699810606060606,0.26991869918699185,0.08498106857383256,720.4,False
3002,WA,177,no,no,0,266.1,91,45.24,225.2,79,19.14,224.7,58,10.11,8.9,8,2.4,3,0.04499332443257677,0.17001127395715895,0.2696629213483146,0.0849911190053286,724.9,True
3037,MN,113,no,no,0,158.9,137,27.01,242.8,109,20.64,247.8,97,11.15,6.5,4,1.76,0,0.04499596448748991,0.16998112020138453,0.27076923076923076,0.08500823723228995,656.0,False
1515,NH,174,no,no,0,139.4,96,23.7,143.4,108,12.19,225.2,107,10.13,10.0,5,2.7,2,0.0449822380106572,0.17001434720229555,0.27,0.08500697350069734,518.0,False
965,AZ,73,no,no,0,175.4,130,29.82,248.1,105,21.09,122.4,85,5.51,12.2,4,3.29,0,0.04501633986928104,0.17001140250855187,0.269672131147541,0.08500604594921403,558.1,False
2945,UT,95,no,no,0,157.9,103,26.84,259.6,90,22.07,230.0,117,10.35,14.0,2,3.78,0,0.045,0.16998100063331223,0.26999999999999996,0.08501540832049306,661.5,False
2343,TN,120,yes,no,0,179.9,72,30.58,170.0,98,14.45,190.6,89,8.58,13.8,2,3.73,1,0.045015739769150055,0.16998332406892716,0.2702898550724638,0.08499999999999999,554.3,True
802,FL,84,no,no,0,191.0,88,32.47,318.8,119,27.1,247.3,79,11.13,6.5,4,1.76,0,0.04500606550748079,0.16999999999999998,0.27076923076923076,0.08500627352572146,763.6,False
226,MO,123,no,no,0,206.9,85,35.17,244.7,78,20.8,221.5,136,9.97,7.7,2,2.08,3,0.04501128668171558,0.16998550024166265,0.2701298701298701,0.085002043318349,680.8,False
2086,WY,146,no,no,0,109.0,69,18.53,265.8,98,22.59,228.3,80,10.27,12.6,2,3.4,1,0.04498466929478755,0.17,0.2698412698412698,0.08498871331828442,615.7,False
1811,NH,115,no,no,0,109.7,148,18.65,223.8,87,19.02,240.3,96,10.81,15.4,8,4.16,3,0.044985434873075325,0.17000911577028258,0.2701298701298701,0.08498659517426273,589.2,False
2499,CA,120,no,no,0,252.1,110,42.86,226.1,103,19.22,155.6,83,7.0,13.8,3,3.73,1,0.04498714652956298,0.1700119000396668,0.2702898550724638,0.08500663423264042,647.6,False
3289,TN,39,no,no,0,187.2,110,31.82,114.7,116,9.75,104.7,83,4.71,13.2,5,3.56,1,0.04498567335243553,0.16997863247863249,0.2696969696969697,0.08500435919790758,419.79999999999995,False
2289,MS,98,yes,yes,23,245.5,54,41.74,292.7,83,24.88,184.0,90,8.28,10.8,7,2.92,1,0.045,0.170020366598778,0.27037037037037037,0.08500170823368637,733.0,False
2097,CO,65,no,no,0,158.8,53,27.0,188.5,132,16.02,189.3,87,8.52,9.8,4,2.65,2,0.04500792393026941,0.17002518891687657,0.2704081632653061,0.0849867374005305,546.4000000000001,False
1705,ID,24,no,yes,29,236.3,105,40.17,190.8,114,16.22,129.0,105,5.81,7.2,2,1.94,3,0.04503875968992248,0.16999576809140923,0.26944444444444443,0.08501048218029349,563.3,False
2813,ME,52,no,no,0,129.3,80,21.98,142.7,101,12.13,258.3,89,11.62,12.3,4,3.32,3,0.04498644986449864,0.16999226604795048,0.26991869918699185,0.08500350385423967,542.6,False
1052,OR,98,yes,no,0,12.5,67,2.13,256.6,90,21.81,169.4,88,7.62,7.7,9,2.08,1,0.04498229043683589,0.1704,0.2701298701298701,0.08499610288386593,446.20000000000005,False
471,NV,78,no,no,0,75.0,116,12.75,248.7,87,21.14,176.0,83,7.92,9.5,6,2.57,3,0.045,0.17,0.27052631578947367,0.08500201045436269,509.2,False
960,AR,5,no,no,0,199.2,106,33.86,187.3,12,15.92,214.0,85,9.63,13.3,3,3.59,3,0.045000000000000005,0.16997991967871487,0.2699248120300752,0.08499733048585156,613.8,False
3306,AL,106,no,yes,29,83.6,131,14.21,203.9,131,17.33,229.5,73,10.33,8.1,3,2.19,1,0.045010893246187365,0.16997607655502395,0.27037037037037037,0.08499264345267286,525.1,False
2751,MI,128,no,no,0,179.4,94,30.5,270.4,92,22.98,191.0,88,8.59,7.9,4,2.13,0,0.044973821989528796,0.17001114827201783,0.26962025316455696,0.08498520710059172,648.6999999999999,False
643,OK,49,no,no,0,213.8,79,36.35,265.1,93,22.53,239.8,128,10.79,15.6,7,4.21,0,0.044995829858215174,0.17001870907390085,0.26987179487179486,0.0849867974349302,734.3000000000001,False
3089,WV,70,no,yes,30,143.4,72,24.38,170.0,92,14.45,127.9,68,5.76,9.4,4,2.54,3,0.04503518373729476,0.1700139470013947,0.2702127659574468,0.08499999999999999,450.7,False
1226,AR,109,no,no,0,170.7,101,29.02,240.2,82,20.42,119.0,112,5.36,11.4,4,3.08,2,0.04504201680672269,0.1700058582308143,0.27017543859649124,0.08501248959200668,541.3,False
1166,UT,72,no,no,0,118.2,106,20.09,167.2,136,14.21,214.2,106,9.64,12.2,3,3.29,3,0.045004668534080305,0.16996615905245346,0.269672131147541,0.08498803827751197,511.79999999999995,False
1426,VA,86,no,yes,30,99.9,84,16.98,263.5,125,22.4,254.7,90,11.46,9.8,7,2.65,2,0.044994110718492346,0.16996996996996996,0.2704081632653061,0.08500948766603415,627.9000000000001,False
3013,WV,131,no,no,0,196.1,89,33.34,185.5,87,15.77,250.0,132,11.25,5.2,6,1.4,2,0.045,0.17001529831718512,0.2692307692307692,0.08501347708894878,636.8,False
1538,WV,113,no,no,0,61.2,111,10.4,92.3,88,7.85,197.4,114,8.88,13.7,3,3.7,5,0.044984802431610946,0.16993464052287582,0.27007299270072993,0.08504875406283857,364.6,True
3242,MA,58,no,yes,30,178.1,111,30.28,236.7,109,20.12,264.0,118,11.88,8.4,2,2.27,0,0.045000000000000005,0.17001684446939921,0.2702380952380952,0.08500211237853825,687.2,False
1308,VA,87,no,no,0,171.6,119,29.17,205.0,107,17.43,170.6,114,7.68,13.8,4,3.73,0,0.045017584994138334,0.169988344988345,0.2702898550724638,0.08502439024390243,561.0,False
3180,AL,91,yes,no,0,151.8,115,25.81,103.6,116,8.81,156.3,86,7.03,12.2,4,3.29,1,0.04497760716570697,0.17002635046113304,0.269672131147541,0.08503861003861005,423.9,False
2864,FL,153,no,no,0,228.9,102,38.91,160.7,136,13.66,203.1,109,9.14,12.5,2,3.38,0,0.04500246184145741,0.16998689384010482,0.2704,0.08500311138767891,605.2,False
1615,CT,74,no,no,0,157.1,95,26.71,213.1,36,18.11,280.4,77,12.62,7.6,3,2.05,2,0.04500713266761769,0.17001909611712288,0.26973684210526316,0.08498357578601595,658.2,False
160,SC,87,no,no,0,136.3,97,23.17,172.2,108,14.64,137.5,101,6.19,7.1,5,1.92,0,0.04501818181818182,0.16999266324284665,0.27042253521126763,0.08501742160278747,453.1,False
1716,ME,36,no,yes,25,152.8,110,25.98,242.8,67,20.64,147.4,74,6.63,9.1,2,2.46,1,0.044979647218453184,0.1700261780104712,0.2703296703296703,0.08500823723228995,552.1000000000001,False
962,NJ,107,no,no,0,212.1,95,36.06,150.1,88,12.76,219.8,111,9.89,7.7,2,2.08,3,0.04499545040946315,0.17001414427157002,0.2701298701298701,0.08500999333777481,589.6999999999999,False
2885,HI,135,no,no,0,190.9,44,32.45,161.4,109,13.72,231.9,100,10.44,8.4,2,2.27,1,0.045019404915912026,0.16998428496595078,0.2702380952380952,0.08500619578686493,592.6,False
3236,AK,121,no,yes,34,245.0,95,41.65,216.9,66,18.44,112.4,125,5.06,7.5,8,2.03,0,0.04501779359430604,0.16999999999999998,0.27066666666666667,0.08501613646841863,581.8,False
883,WY,42,no,no,0,146.3,84,24.87,255.9,113,21.75,45.0,117,2.03,8.0,12,2.16,1,0.04511111111111111,0.16999316473000683,0.27,0.08499413833528723,455.20000000000005,False
1931,DE,81,yes,no,0,250.6,85,42.6,187.9,50,15.97,120.3,131,5.41,7.8,5,2.11,1,0.04497090606816293,0.16999201915403034,0.2705128205128205,0.08499201703033528,566.6,False
2980,KS,84,no,no,0,225.9,86,38.4,275.6,105,23.43,201.4,108,9.06,14.3,3,3.86,3,0.04498510427010924,0.1699867197875166,0.2699300699300699,0.08501451378809868,717.2,True
1896,KY,131,no,no,0,166.5,129,28.31,210.2,107,17.87,257.2,93,11.57,9.9,5,2.67,1,0.044984447900466566,0.17003003003003003,0.26969696969696966,0.08501427212178878,643.8,False
2212,AL,8,no,yes,36,242.9,67,41.29,170.9,59,14.53,177.3,130,7.98,4.8,12,1.3,1,0.045008460236886635,0.1699876492383697,0.27083333333333337,0.085020479812756,595.9000000000001,False
98,MS,120,no,no,0,212.1,131,36.06,209.4,104,17.8,167.2,96,7.52,5.3,5,1.43,1,0.044976076555023926,0.17001414427157002,0.269811320754717,0.08500477554918816,594.0,True
3139,AL,13,no,no,0,143.1,139,24.33,239.6,88,20.37,221.7,123,9.98,7.1,5,1.92,2,0.04501578709968426,0.170020964360587,0.27042253521126763,0.08501669449081804,611.5,False
2572,MN,152,no,no,0,317.8,60,54.03,152.9,100,13.0,123.4,63,5.55,10.4,7,2.81,1,0.04497568881685575,0.17001258653241033,0.2701923076923077,0.08502289077828645,604.5,True
254,TX,97,yes,no,0,143.7,117,24.43,273.0,82,23.21,178.3,81,8.02,10.9,3,2.94,0,0.04498037016264722,0.1700069589422408,0.2697247706422018,0.08501831501831503,605.9,False
103,KY,95,no,no,0,135.0,99,22.95,183.6,106,15.61,245.3,102,11.04,12.5,9,3.38,1,0.04500611496127191,0.16999999999999998,0.2704,0.08502178649237473,576.4,False
1456,CT,106,no,yes,33,81.6,120,13.87,235.6,85,20.03,150.9,113,6.79,9.9,4,2.67,1,0.04499668654738237,0.16997549019607844,0.26969696969696966,0.0850169779286927,478.0,False
1454,UT,133,no,yes,44,174.0,80,29.58,209.4,113,17.8,224.1,87,10.08,14.1,7,3.81,2,0.04497991967871486,0.16999999999999998,0.2702127659574468,0.08500477554918816,621.6,True
1660,SD,128,no,no,0,247.3,91,42.04,182.7,60,15.53,143.2,112,6.44,14.7,2,3.97,3,0.04497206703910615,0.16999595632834613,0.27006802721088435,0.08500273672687465,587.9,False
589,WI,117,no,yes,14,80.2,81,13.63,219.0,103,18.62,122.6,102,5.52,8.6,2,2.32,1,0.04502446982055465,0.1699501246882793,0.2697674418604651,0.08502283105022831,430.4,False
631,MT,169,no,no,0,100.8,112,17.14,230.0,69,19.55,193.6,95,8.71,9.5,2,2.57,0,0.04498966942148761,0.17003968253968255,0.27052631578947367,0.085,533.9,False
1708,ID,92,no,yes,23,167.4,83,28.46,258.6,129,21.98,116.4,110,5.24,11.2,3,3.02,4,0.04501718213058419,0.17001194743130227,0.2696428571428572,0.08499613302397524,553.6,False
2113,NJ,60,no,no,0,289.8,101,49.27,255.6,115,21.73,242.8,76,10.93,11.7,4,3.16,2,0.045016474464579896,0.17001380262249827,0.2700854700854701,0.08501564945226918,799.9000000000001,True
2211,CT,112,no,yes,27,213.0,121,36.21,226.2,101,19.23,189.8,99,8.54,11.1,3,3.0,4,0.044994731296101154,0.17,0.2702702702702703,0.08501326259946951,640.1,False
405,WI,92,yes,no,0,264.3,91,44.93,160.9,115,13.68,198.6,73,8.94,9.3,5,2.51,0,0.04501510574018127,0.169996216420734,0.2698924731182795,0.08502175264139217,633.1,False
1162,AK,173,no,no,0,172.5,78,29.33,142.6,91,12.12,102.0,63,4.59,10.9,2,2.94,0,0.045,0.17002898550724638,0.2697247706422018,0.0849929873772791,428.0,False
2267,MS,29,no,no,0,313.2,103,53.24,216.3,151,18.39,218.4,106,9.83,12.8,4,3.46,2,0.04500915750915751,0.1699872286079183,0.27031249999999996,0.08502080443828017,760.7,True
2879,SC,1,no,yes,26,146.6,68,24.92,172.8,67,14.69,173.8,113,7.82,10.0,2,2.7,1,0.044994246260069044,0.16998635743519783,0.27,0.08501157407407406,503.2,False
1694,VT,99,no,no,0,115.5,75,19.64,218.1,111,18.54,254.9,98,11.47,11.5,7,3.11,7,0.04499803844644959,0.17004329004329005,0.27043478260869563,0.08500687757909216,600.0,True
2068,DC,121,no,no,0,168.6,121,28.66,168.6,94,14.33,95.3,59,4.29,12.3,4,3.32,1,0.045015739769150055,0.16998813760379597,0.26991869918699185,0.08499406880189798,444.79999999999995,False
3157,AR,127,yes,no,0,143.2,60,24.34,179.5,159,15.26,171.8,122,7.73,6.2,4,1.67,4,0.0449941792782305,0.16997206703910617,0.2693548387096774,0.08501392757660167,500.7,True
454,OH,97,no,no,0,256.4,125,43.59,273.9,100,23.28,222.7,101,10.02,11.1,1,3.0,1,0.044993264481365064,0.1700078003120125,0.2702702702702703,0.08499452354874043,764.0999999999999,True
2313,MD,160,no,no,0,256.0,111,43.52,187.4,61,15.93,119.1,81,5.36,11.5,4,3.11,3,0.045004198152812765,0.17,0.27043478260869563,0.08500533617929562,574.0,False
1335,WY,71,no,no,0,243.7,124,41.43,60.0,90,5.1,189.0,129,8.5,11.3,2,3.05,0,0.04497354497354497,0.17000410340582683,0.26991150442477874,0.08499999999999999,504.0,False
2963,ID,113,no,yes,30,183.8,102,31.25,183.4,123,15.59,235.0,52,10.58,11.6,7,3.13,0,0.04502127659574468,0.17002176278563655,0.26982758620689656,0.08500545256270446,613.8000000000001,False
2061,SD,125,no,yes,34,268.4,112,45.63,222.2,108,18.89,117.6,102,5.29,10.3,3,2.78,0,0.044982993197278914,0.17000745156482863,0.2699029126213592,0.08501350135013502,618.5,False
886,DC,103,no,yes,31,107.7,124,18.31,188.9,104,16.06,196.2,98,8.83,8.9,3,2.4,0,0.04500509683995923,0.17000928505106777,0.2696629213483146,0.0850185283218634,501.69999999999993,False
3239,SD,87,no,yes,33,125.0,99,21.25,235.3,81,20.0,215.3,95,9.69,10.2,7,2.75,2,0.045006967022758936,0.17,0.26960784313725494,0.08499787505312367,585.8,False
627,DE,87,no,no,0,256.2,105,43.55,160.7,102,13.66,249.4,80,11.22,7.4,2,2.0,4,0.04498797113071371,0.16998438719750195,0.27027027027027023,0.08500311138767891,673.7,False
2407,TX,139,yes,yes,31,203.5,82,34.6,200.3,72,17.03,214.0,112,9.63,13.4,6,3.62,1,0.045000000000000005,0.17002457002457003,0.2701492537313433,0.08502246630054917,631.2,True
3080,MI,82,no,no,0,135.4,102,23.02,237.1,122,20.15,118.3,91,5.32,17.5,4,4.73,0,0.04497041420118344,0.17001477104874446,0.2702857142857143,0.0849852382960776,508.29999999999995,False
1799,ND,132,no,no,0,163.2,80,27.74,167.6,90,14.25,87.5,90,3.94,6.2,10,1.67,1,0.045028571428571425,0.16997549019607844,0.2693548387096774,0.08502386634844869,424.5,False
263,SC,78,no,no,0,168.3,110,28.61,221.2,73,18.8,241.0,136,10.85,12.5,1,3.38,1,0.045020746887966805,0.16999405822935232,0.2704,0.08499095840867993,643.0,False
1646,MN,173,no,no,0,291.8,143,49.61,214.3,134,18.22,151.2,119,6.8,9.9,2,2.67,0,0.04497354497354498,0.17001370801919122,0.26969696969696966,0.08502099860009332,667.2,True
1449,CO,192,no,no,0,221.6,101,37.67,285.2,50,24.24,167.4,83,7.53,12.7,6,3.43,4,0.04498207885304659,0.16999097472924188,0.27007874015748035,0.0849929873772791,686.9,False
2210,UT,71,no,no,0,278.9,110,47.41,190.2,67,16.17,255.2,84,11.48,11.7,7,3.16,0,0.04498432601880878,0.169989243456436,0.2700854700854701,0.08501577287066248,736.0,True
1981,ME,66,no,no,0,118.0,133,20.06,248.1,99,21.09,214.4,122,9.65,5.3,5,1.43,1,0.04500932835820896,0.16999999999999998,0.269811320754717,0.08500604594921403,585.8,False
2535,RI,125,no,no,0,113.0,108,19.21,169.2,107,14.38,156.6,61,7.05,9.2,5,2.48,2,0.045019157088122604,0.17,0.26956521739130435,0.08498817966903074,448.0,True
1814,KY,72,no,no,0,198.4,147,33.73,216.9,121,18.44,112.8,125,5.08,13.1,4,3.54,0,0.045035460992907804,0.17001008064516127,0.2702290076335878,0.08501613646841863,541.2,False
644,CO,111,no,yes,24,205.5,114,34.94,219.3,99,18.64,215.9,95,9.72,14.0,4,3.78,1,0.045020842982862436,0.1700243309002433,0.26999999999999996,0.08499772001823985,654.7,False
3318,OK,52,no,no,0,124.9,131,21.23,300.5,118,25.54,192.5,106,8.66,11.6,4,3.13,2,0.044987012987012985,0.1699759807846277,0.26982758620689656,0.08499168053244592,629.5,False
2399,SD,121,no,no,0,179.4,70,30.5,143.0,93,12.16,116.3,113,5.23,11.2,5,3.02,1,0.04496990541702494,0.17001114827201783,0.2696428571428572,0.08503496503496503,449.9,False
2613,MI,48,no,no,0,240.0,88,40.8,141.0,117,11.99,128.9,137,5.8,7.1,9,1.92,1,0.044996121024049644,0.16999999999999998,0.27042253521126763,0.0850354609929078,517.0,False
3142,DE,95,no,no,0,184.2,95,31.31,181.6,101,15.44,143.4,113,6.45,12.8,4,3.46,2,0.04497907949790795,0.1699782844733985,0.27031249999999996,0.08502202643171806,522.0,False
1971,KS,74,no,yes,32,174.6,107,29.68,310.6,115,26.4,234.7,92,10.56,9.0,4,2.43,1,0.04499360886237751,0.1699885452462772,0.27,0.08499678042498389,728.9,False
2995,AZ,69,no,yes,31,194.9,63,33.13,191.6,90,16.29,153.0,129,6.89,13.2,2,3.56,2,0.04503267973856209,0.16998460749102104,0.2696969696969697,0.08502087682672234,552.6999999999999,False
491,AL,55,yes,no,0,191.9,91,32.62,256.1,110,21.77,203.7,101,9.17,14.3,6,3.86,1,0.04501718213058419,0.16998436685773838,0.2699300699300699,0.08500585708707535,666.0,True
1855,WI,67,no,no,0,109.1,134,18.55,142.3,76,12.1,91.2,86,4.1,10.9,5,2.94,2,0.04495614035087719,0.1700274977085243,0.2697247706422018,0.08503162333099086,353.5,False
1746,DC,60,no,no,0,179.3,147,30.48,208.9,89,17.76,248.2,98,11.17,13.5,6,3.65,1,0.04500402900886382,0.16999442275515894,0.27037037037037037,0.08501675442795596,649.9,True
2929,AK,71,no,no,0,185.0,84,31.45,232.5,129,19.76,191.1,82,8.6,14.9,4,4.02,3,0.04500261643118786,0.16999999999999998,0.2697986577181208,0.08498924731182797,623.5,False
146,WA,127,no,no,0,146.7,91,24.94,203.5,78,17.3,203.4,110,9.15,13.7,3,3.7,1,0.04498525073746313,0.17000681663258352,0.27007299270072993,0.08501228501228501,567.3,False
1545,OH,107,no,yes,38,219.4,92,37.3,180.5,73,15.34,104.1,91,4.68,11.0,1,2.97,2,0.044956772334293946,0.17000911577028258,0.27,0.08498614958448754,515.0,False
1998,AR,85,no,no,0,96.7,97,16.44,193.8,95,16.47,171.7,88,7.73,9.7,3,2.62,2,0.04502038439138032,0.17001034126163392,0.2701030927835052,0.084984520123839,471.9,False
1378,IL,58,yes,yes,43,142.8,96,24.28,272.3,100,23.15,193.4,105,8.7,8.9,4,2.4,1,0.04498448810754912,0.1700280112044818,0.2696629213483146,0.08501652589056187,617.4000000000001,False
2464,OR,125,no,yes,32,96.5,109,16.41,145.8,109,12.39,174.4,82,7.85,9.4,2,2.54,1,0.04501146788990825,0.17005181347150258,0.2702127659574468,0.08497942386831275,426.09999999999997,False
3258,WY,148,no,no,0,243.0,115,41.31,191.8,91,16.3,117.8,93,5.3,13.4,5,3.62,2,0.04499151103565365,0.17,0.2701492537313433,0.08498435870698644,566.0,False
3021,CO,57,no,no,0,85.9,92,14.6,193.9,127,16.48,231.5,93,10.42,10.1,2,2.73,0,0.04501079913606911,0.169965075669383,0.2702970297029703,0.0849922640536359,521.4,False
2827,AL,89,no,no,0,129.2,71,21.96,214.1,68,18.2,214.9,100,9.67,10.3,4,2.78,5,0.04499767333643555,0.16996904024767803,0.2699029126213592,0.085007006071929,568.5,True
663,VT,152,no,no,0,197.1,126,33.51,130.1,76,11.06,78.1,100,3.51,7.4,4,2.0,3,0.04494238156209987,0.1700152207001522,0.27027027027027023,0.08501152959262107,412.69999999999993,False
1806,MD,107,no,no,0,241.9,102,41.12,126.9,117,10.79,185.6,92,8.35,11.7,6,3.16,0,0.044989224137931036,0.16998759818106654,0.2700854700854701,0.08502758077226161,566.1,False
2526,NJ,57,yes,no,0,115.0,65,19.55,122.3,96,10.4,245.0,75,11.03,6.4,1,1.73,0,0.0450204081632653,0.17,0.27031249999999996,0.08503679476696648,488.7,True
187,AZ,93,no,no,0,271.6,71,46.17,229.4,108,19.5,77.3,121,3.48,10.9,3,2.94,2,0.04501940491591203,0.1699926362297496,0.2697247706422018,0.08500435919790758,589.2,False
1155,KS,167,no,no,0,131.6,120,22.37,211.3,96,17.96,168.3,97,7.57,11.1,4,3.0,4,0.044979203802733216,0.16998480243161096,0.2702702702702703,0.08499763369616659,522.3,True
612,OR,151,no,no,0,156.4,108,26.59,233.4,118,19.84,195.7,141,8.81,7.7,6,2.08,4,0.045017884517118044,0.17001278772378517,0.2701298701298701,0.08500428449014567,593.2,False
2203,PA,97,yes,no,0,145.0,103,24.65,294.3,93,25.02,239.8,120,10.79,11.0,2,2.97,4,0.044995829858215174,0.16999999999999998,0.27,0.08501529051987768,690.1,True
2815,RI,120,no,yes,23,221.9,114,37.72,254.7,84,21.65,250.5,117,11.27,7.2,5,1.94,2,0.04499001996007984,0.16998648039657502,0.26944444444444443,0.08500196309383588,734.3,False
1942,MO,42,no,no,0,184.5,98,31.37,200.5,93,17.04,279.2,91,12.56,8.8,3,2.38,2,0.044985673352435536,0.1700271002710027,0.27045454545454545,0.08498753117206982,673.0,False
3048,AL,95,no,no,0,190.2,119,32.33,157.1,70,13.35,181.5,120,8.17,14.0,6,3.78,0,0.04501377410468319,0.1699789695057834,0.26999999999999996,0.08497772119669,542.8,False
198,ME,131,yes,yes,26,292.9,101,49.79,199.7,97,16.97,255.3,127,11.49,13.8,7,3.73,4,0.045005875440658046,0.1699897575964493,0.2702898550724638,0.08497746619929895,761.7,True
2950,OH,133,no,no,0,117.8,100,20.03,199.2,105,16.93,244.1,119,10.98,11.8,4,3.19,0,0.04498156493240475,0.1700339558573854,0.2703389830508474,0.08498995983935743,572.9,True
2339,WV,84,no,no,0,86.0,83,14.62,260.7,86,22.16,98.6,109,4.44,8.9,4,2.4,1,0.04503042596348885,0.16999999999999998,0.2696629213483146,0.08500191791331033,454.2,False
294,WI,96,no,yes,18,172.7,86,29.36,133.4,113,11.34,259.5,70,11.68,9.8,3,2.65,1,0.045009633911368016,0.170005790387956,0.2704081632653061,0.08500749625187407,575.4,False
771,WI,149,yes,yes,28,126.9,97,21.57,166.9,102,14.19,145.2,77,6.53,8.8,3,2.38,5,0.04497245179063361,0.16997635933806146,0.27045454545454545,0.08502097064110245,447.80000000000007,True
402,UT,96,no,yes,26,145.8,108,24.79,192.2,89,16.34,165.1,96,7.43,9.9,2,2.67,1,0.04500302846759539,0.17002743484224964,0.26969696969696966,0.08501560874089491,513.0,False
122,MD,121,no,no,0,190.7,103,32.42,183.5,117,15.6,220.8,103,9.94,9.8,4,2.65,3,0.04501811594202898,0.1700052438384898,0.2704081632653061,0.08501362397820163,604.8,False
203,MI,105,no,no,0,140.6,109,23.9,178.6,51,15.18,217.0,83,9.76,6.8,3,1.84,2,0.04497695852534562,0.16998577524893313,0.2705882352941177,0.08499440089585666,543.0,False
840,VT,111,no,no,0,99.3,112,16.88,270.5,136,22.99,225.3,94,10.14,9.0,6,2.43,3,0.045006657789613845,0.16998992950654582,0.27,0.08499075785582255,604.1,False
2306,DE,99,no,no,0,254.4,120,43.25,159.3,92,13.54,264.4,94,11.9,6.0,5,1.62,1,0.045007564296520426,0.1700078616352201,0.27,0.0849968612680477,684.0999999999999,False
1450,NV,93,no,no,0,114.3,100,19.43,221.1,103,18.79,126.3,88,5.68,10.9,9,2.94,0,0.044972288202692,0.1699912510936133,0.2697247706422018,0.08498417005879692,472.6,False
1745,MN,68,no,no,0,226.7,94,38.54,168.4,129,14.31,188.7,117,8.49,10.2,1,2.75,0,0.04499205087440382,0.17000441111601236,0.26960784313725494,0.08497624703087886,594.0,False
1707,WV,50,no,no,0,131.1,129,22.29,160.5,94,13.64,206.9,88,9.31,5.6,9,1.51,5,0.04499758337361044,0.17002288329519452,0.2696428571428572,0.08498442367601246,504.1,True
3249,OH,160,no,no,0,206.3,66,35.07,241.1,109,20.49,227.8,102,10.25,11.7,6,3.16,0,0.04499561018437225,0.1699951526902569,0.2700854700854701,0.08498548320199087,686.9,False
1719,AZ,100,no,no,0,188.5,152,32.05,148.3,115,12.61,179.8,88,8.09,15.2,5,4.1,2,0.0449944382647386,0.170026525198939,0.26973684210526316,0.08503034389750505,531.8,False
3234,DE,75,no,yes,28,200.6,96,34.1,164.1,111,13.95,169.6,153,7.63,2.5,5,0.68,1,0.04498820754716981,0.1699900299102692,0.272,0.0850091407678245,536.8,False
1161,MN,40,yes,no,0,170.7,55,29.02,179.1,108,15.22,281.9,89,12.69,8.2,9,2.21,3,0.04501596310748492,0.1700058582308143,0.26951219512195124,0.08498045784477946,639.9,False
1673,WY,16,no,no,0,174.7,83,29.7,280.8,122,23.87,171.7,80,7.73,10.5,8,2.84,5,0.04502038439138032,0.1700057240984545,0.2704761904761905,0.0850071225071225,637.7,False
2446,AL,125,no,no,0,169.3,90,28.78,156.0,138,13.26,210.8,106,9.49,11.6,6,3.13,2,0.04501897533206831,0.16999409332545776,0.26982758620689656,0.08499999999999999,547.7,False
1771,ND,118,no,yes,39,91.5,125,15.56,219.9,113,18.69,229.0,99,10.31,12.7,8,3.43,2,0.04502183406113537,0.1700546448087432,0.27007874015748035,0.08499317871759891,553.1,False
859,AL,93,no,no,0,267.9,114,45.54,223.0,74,18.96,262.7,90,11.82,11.3,3,3.05,3,0.0449942900647126,0.16998880179171333,0.26991150442477874,0.08502242152466367,764.8999999999999,True
